ID;nest_name;municipaliy;location;coordX;coordY;tree_species;latitude;longitude;eu_dem_v11;swissALTI;nest_height_m;official_zip;official_municipality;official_locality;official_canton;official_country
446;Ursy_Au Cuard;Ursy;Au Cuard;552604.2;163994.2;Qrob;46.625509;6.819787;660.73;655.05;NA;1673;Rue;Au Cuard;Fribourg;Switzerland
447;Schwarzenburg_Bachtelen;Schwarzenburg;Bachtelen;591172.8;183653.3;Aalb;46.80398;7.322997;860.01;854.37;NA;3150;Schwarzenburg;Langenwil;Bern;Switzerland
448;Elisried_Höhi_18;Elisried;Höhi_18;596319.7;186005;Aalb;46.825183;7.390404;807.07;792.64;31.1;3152;Mamishaus;Kohlgruben;Bern;Switzerland
449;Düdingen_Chiemiwald_18;Düdingen;Chiemiwald_18;579311.5;187829;Psyl;46.841278;7.167421;587.20;580.08;NA;3186;Düdingen;Chiemiwald;Fribourg;Switzerland
450;Wünnewil_Mülital_18;Wünnewil;Mülital_18;586750.3;190291.2;Psyl;46.863616;7.264867;640.52;633.28;NA;3184;Wünnewil;Rainacker;Fribourg;Switzerland
451;St. Ursen_Neumatt_18;St. Ursen;Neumatt_18;582700.8;183247.1;Qrob;46.800159;7.212028;662.75;647.87;26.4;1717;St. Ursen;Neumattholz;Fribourg;Switzerland
452;Plaffeien_Hohliebi_18;Pfaffeien;Hohliebi_18;588413.3;174391.8;Aalb;46.720626;7.287082;1019.84;1016.59;27.2;1716;Plaffeien;Gemeindewald;Fribourg;Switzerland
453;Heitenried_Berghölzli;Heitenried;Berghölzli;588619.3;185350.2;Fsyl;46.819206;7.289502;782.69;779.74;20.2;1713;St. Antoni;Berghölzli;Fribourg;Switzerland
454;Wünnewil_Zehnthus_18;Wünnewil;Zehnthus_18;588373.5;193126.1;Qrob;46.889147;7.286083;569.84;567.30;NA;3184;Wünnewil;Moosacher;Fribourg;Switzerland
455;Schwarzenburg_Waldgasse_18;Schwarzenburg;Waldgasse_18;591585.4;184018.3;Aalb;46.807269;7.328395;855.82;859.50;25.3;3150;Schwarzenburg;Lismerenhölzli;Bern;Switzerland
456;Bösingen_Frieseneit_18;Bösingen;Frieseneit_18;584463.2;190948.4;Qrob;46.869478;7.23485;602.76;597.06;NA;3185;Schmitten FR;Fuchsenlochwald;Fribourg;Switzerland
457;Schalunen_Ischlag;Schalunen;Ischlag;605917;217963;Aalb;47.112635;7.516591;509.05;491.48;NA;3317;Limpach;Ischlag;Bern;Switzerland
458;Schwarzenburg_Chilchermatt_18;Schwarzenburg;Chilchermatt_18;593569.5;184288.5;Aalb;46.809721;7.354386;848.65;847.75;28.2;3150;Schwarzenburg;Stiersackerhölzli;Bern;Switzerland
459;Marly_Les_Fontanettes_18;Marly;Les_Fontanettes_18;578658.4;179809;Fsyl;46.769114;7.159236;693.52;674.21;NA;1723;Marly;Bois de l'Eglise;Fribourg;Switzerland
460;Mamishaus_Hintermutten_18;Mamishaus;Hintermutten_18;594598.8;184323.6;Pabi;46.810047;7.36787;832.97;824.77;NA;3152;Mamishaus;Hostatt;Bern;Switzerland
461;Huttwil_Kaltenegg;Huttwil;Kaltenegg;627601.5;216989.5;Aalb;47.103331;7.802238;749.50;742.44;NA;4938;Rohrbachgraben;Kohlhölzli;Bern;Switzerland
462;Schmitten_Fillistorf_spruce;Schmitten;Fillistorf_spruce;584400.2;189883.8;Pabi;46.859901;7.23406;645.04;635.94;NA;3185;Schmitten (FR);Bethlehemholz;Fribourg;Switzerland
463;Alterswil_Seliholz_W;Alterswil;Seliholz_W;585494.3;184222.7;Aalb;46.809002;7.24859;780.53;771.71;NA;1713;St. Antoni;Seeliholz;Fribourg;Switzerland
464;Rechthalten_Sonnenberg_18;Rechthalten;Sonnenberg:_18;583741.7;178849.3;Qrob;46.760626;7.22582;821.53;825.31;19.8;1735;Giffers;Welisried;Fribourg;Switzerland
465;Alterswil_Aeschlenberg_18;Alterswil;Aeschlenberg_18;586652.4;181892.3;Fexc;46.788064;7.26383;729.22;722.11;22.8;1717;St. Ursen;Brunnenmatta;Fribourg;Switzerland
466;Kalchstätten_Herrenmatt_18;Kalchstätten;Herrenmatt_18;589492.8;179234;Qrob;46.764202;7.30109;829.87;838.05;NA;3158;Guggisberg;Halten;Bern;Switzerland
467;Mamishaus_Dunti_18;Mamishaus;Dunti_18;594739.3;184243.8;Pabi;46.80933;7.369712;842.79;839.79;28.3;3152;Mamishaus;Muttberghölzli;Bern;Switzerland
468;Rüschegg_Gambach_18;Rüschegg;Gambach_18;594093.4;180473.7;Apseu;46.775411;7.361299;1076.61;1050.50;14.7;3153;Rüschegg Gambach;Büelhaltli;Bern;Switzerland
469;Alterswil_Wolgiswil_18;Alterswil;Wolgiswil_18;584098.5;182306.1;Pabi;46.791729;7.230369;702.47;699.34;NA;1712;Tafers;Wolgiswil;Fribourg;Switzerland
470;Tafers_Brunnenberg_E;Tafers;Brunnenberg_E;585300.2;184910.3;Aalb;46.815183;7.246024;724.42;722.09;NA;1712;Tafers;Lengibitzaholz;Fribourg;Switzerland
471;France_Jujurieux;France;Jujurieux;442363.2;101413.1;Pnigra;46.045806;5.402018;325.31;NA;NA;F01640;Jujurieux F;Bois de la Mouille;Ain;France
472;Schwarzsee_Burstera;Schwarzsee;Burstera;588450.3;169549.4;NA;46.677067;7.28769;1092.91;1082.74;NA;1716;Schwarzsee;Burstera;Fribourg;Switzerland
473;Zumholz_Brand_18;Zumholz;Brand_18;588204.4;178450.9;Fsyl;46.757137;7.284245;868.13;859.56;NA;1719;Brünisried;Riedgarten;Fribourg;Switzerland
476;Wahlern_Althaus_18;Wahlern;Althaus_18;593128;186890.5;Aalb;46.833123;7.348561;853.93;843.75;31.5;3150;Schwarzenburg;Hohliebeholz;Bern;Switzerland
477;Brünisried_Obere Weier_18;Brünisried;Obere Weier_18;587802.4;177772.7;Pabi;46.751028;7.279001;914.90;902.01;29.6;1719;Brünisried;Allmet;Fribourg;Switzerland
478;Kalchstätten_Birche_18;Kalchstätten;Birche_18;589705.5;180741.4;Aalb;46.777765;7.30384;899.99;898.64;31.8;3159;Riedstätt;Birchenholz;Bern;Switzerland
479;Mamishaus_Rümlisberg_18;Mamishaus;Rümlisberg_18;594799;183613.7;Pabi;46.803662;7.370501;890.72;886.20;NA;3152;Mamishaus;Hubelholz;Bern;Switzerland
480;Alterswil_Mediwil;Alterswil;Mediwil;585638.6;182137;Pabi;46.790244;7.250545;722.44;729.38;20.8;1717;St. Ursen;Stegmattholz;Fribourg;Switzerland
481;Alterswil_Chleholz_18;Alterswil;Chleholz_18;588523.8;181701.1;Pabi;46.786379;7.288344;852.64;842.51;NA;1715;Alterswil FR;Chleeholz;Fribourg;Switzerland
482;Ueberstorf_Summerau_18;Uebestorf;Summerau_18;591753.6;189045.9;Aalb;46.852496;7.330507;773.28;760.21;NA;3182;Ueberstorf;Summerau;Fribourg;Switzerland
483;Treyvaux_Kiesgrube_18;Treyvaux;kiesgrube_18;575573.1;175162.2;Psyl;46.727208;7.119093;737.73;736.24;NA;1733;Treyvaux;Les Conches;Fribourg;Switzerland
484;Mamishaus_Abiholz;Mamishaus;Abiholz;596258.5;184446.8;Aalb;46.811166;7.389614;782.12;768.44;NA;3152;Mamishaus;Aebiholz;Bern;Switzerland
485;Bösingen_Riederberg_18;Bösingen;Riederberg_18;582961.6;192415.1;Psyl;46.882635;7.2151;579.07;566.26;29.8;3178;Bösingen;Oberes Mülibergholz;Fribourg;Switzerland
486;Wallenbuch_Schachewald;Wallenbuch;Schachewald;584111.6;197503;Fsyl;46.92843;7.230009;508.49;504.17;NA;3206;Gammen;Schachewald;Bern;Switzerland
487;Chavannes-sous-Orsonnens;Chavannes-sous-Orsonnens;;566350.7;175630.5;Pabi;46.731018;6.998417;667.14;665.88;NA;1694;Chavannes-sous-Orsonnens;Pra du Craux;Fribourg;Switzerland
488;Avry_Nonan;Avry;Nonan;573000.7;181990.3;NA;46.78853;7.085038;661.42;653.72;NA;1753;Matran;Pré du Château;Fribourg;Switzerland
489;Milken_Milkeholz_18;Milken;Milkeholz_18;593641.9;182610.5;Aalb;46.794628;7.355358;912.13;889.25;NA;3157;Milken;Milkenholz;Bern;Switzerland
490;Uebestorf_Guldifeld_18;Uebestorf;Guldifeld_18;591513.4;191939.9;Fsyl;46.878525;7.327303;707.39;700.35;NA;3182;Ueberstorf;Farnera;Fribourg;Switzerland
491;Uebestorf_lenglod_18;Uebestorf;Lenglod_18;592446;192181.4;Pabi;46.880709;7.339534;673.87;663.96;NA;3182;Ueberstorf;Buchholz;Fribourg;Switzerland
492;Lentigny_Le Genevrey;Lentigny;Le Genevrey;567862.1;177975.9;NA;46.75219;7.018024;727.80;730.55;29.3;1741;Cottens FR;En Genevrex;Fribourg;Switzerland
493;Riggisberg_Oberi Holzweid_18;Riggisberg;Oberi Holzweid_18;599879.9;184739.6;Fexc;46.813812;7.437061;781.12;786.40;NA;3132;Riggisberg;Grüni;Bern;Switzerland
494;Rossens_Le Chaney;Rossens;Le Chaney;573507.4;175487;Aalb;46.730051;7.092052;717.31;707.57;NA;1728;Rossens FR;Le Chaney;Fribourg;Switzerland
495;Corpataux_Le Rodzin;Corpataux;Le Rodzin;572312.8;176920.7;Aalb;46.742899;7.076337;728.62;724.07;NA;1727;Magnedens;L'Essert des Chênes;Fribourg;Switzerland
496;Farvagny_Boussevent;Farvagny;Boussevent;572187.8;176057.7;Fsyl;46.735131;7.074754;710.00;704.13;NA;1726;Farvagny-le-Petit;Au Foty;Fribourg;Switzerland
497;Düudingen_Schüracher;Düdingen;Schüracher;581959.3;189523.8;Pstr;46.8566;7.202065;616.08;618.45;27.8;3186;Düdingen;Chlempaholz;Fribourg;Switzerland
498;Alterswil_Spitteholz;Alterswil;Spitteholz;585596.3;183561.4;Aalb;46.803056;7.249946;791.11;787.70;NA;1715;Alterswil FR;Spittelholz;Fribourg;Switzerland
499;Villarcel_Commanderie_18;Villarcel;Commanderie_18;580103.1;179086.7;Pabi;46.762662;7.178182;696.11;697.98;26.8;1723;Villarsel-sur-Marly;Bois de Corbaroche;Fribourg;Switzerland
500;Treyvaux_Le Moulin_18;Treyvaux;Le_Moulin_18;575687.7;175351.5;NA;46.728915;7.120582;726.88;725.78;NA;1733;Treyvaux;Montilly;Fribourg;Switzerland
501;Autigny_Chénens;Autigny;Chénens;566350.7;175638.8;Pabi;46.731092;6.998416;664.95;662.83;30.5;1694;Chavannes-sous-Orsonnens;Pra du Craux;Fribourg;Switzerland
502;Fribourg_St. Theodule;Fribourg;St. Theodule;577484.5;187060.2;Pmen;46.834302;7.14351;558.77;593.78;NA;1782;Cormagens;Bois de Saint-Théodule;Fribourg;Switzerland
503;St. Ursen_Burgstelle;St. Ursen;Burgstelle;581943.5;182418.8;Fsyl;46.792688;7.20214;672.23;679.01;NA;1717;St. Ursen;Ober Tasberg;Fribourg;Switzerland
504;Oberschrot_Neuhaus;Oberschrot;Neuhaus;585972.2;176936.8;Fexc;46.743473;7.255075;978.02;974.18;NA;1737;Plasselb;Neuhaus;Fribourg;Switzerland
505;Oberschrot_Fendersch;Oberschrot;Fendersch;587245.8;176855.7;Fsyl;46.742769;7.271743;928.95;913.71;NA;1716;Oberschrot;Ried;Fribourg;Switzerland
506;Ueberstorf_Guldifeld_19;Ueberstorf;Guldifeld_19;591601;192118.9;Fsyl;46.880137;7.32845;698.44;687.29;NA;3182;Ueberstorf;Kriegackerholz;Fribourg;Switzerland
507;Albligen_Wallismatt_19;Albligen;Wallismatt_19;591044;188242.9;Pabi;46.845264;7.321219;698.12;699.16;NA;3183;Albligen;Änetmooswald;Bern;Switzerland
508;Lanzenhäusern_Finel_19;Lanzenhäusern;Finel_19;593071;188803.9;Aalb;46.850335;7.347785;717.54;719.73;24.7;3148;Lanzenhäusern;Finelholz;Bern;Switzerland
509;Tentlingen_Bärg_19;Tentlingen;Bärg_19;581456;180274.9;Fsyl;46.77339;7.195843;728.57;719.87;NA;1734;Tentlingen;Buechwald;Fribourg;Switzerland
510;Schwarzenburg_Herrenholz_19;Schwarzenburg;Herrenholz_19;593489;183713.9;Aalb;46.804553;7.353339;854.93;840.03;NA;3157;Milken;Herrenholz;Bern;Switzerland
511;Heitenried_Heizenried;Heitenried;Heizenried;590368;185123.9;Aalb;46.817198;7.312423;747.43;734.23;NA;1714;Heitenried;Henzenried;Fribourg;Switzerland
512;Rechthalten_Weissenstein;Rechthalten;Weissenstein;585788;179935.9;Pabi;46.770447;7.252571;909.30;917.72;NA;1718;Rechthalten;Tanneried;Fribourg;Switzerland
513;Brunisried_ruef_Guet;Brunisried;Ruef Guet;587285;179734.9;Pabi;46.76867;7.272176;843.73;839.23;NA;1715;Alterswil FR;Grabe;Fribourg;Switzerland
514;St.Antoni_Weissenbach;St.Antoni;Weissenbach;585895;184847.9;Aalb;46.814635;7.25382;692.76;684.92;NA;1713;St. Antoni;Chüeriedholz;Fribourg;Switzerland
515;Bösingen_Gertholz_19;Bösingen;Gertholz_19;585487;193486.9;Fsyl;46.892336;7.248198;551.57;551.51;NA;3178;Bösingen;Bergholz;Fribourg;Switzerland
516;Kleinbösingen_Müllerholz;Kleinbösingen;Müllerholz;581493;193519.9;Qrob;46.892533;7.195788;586.77;566.37;NA;3213;Kleinbösingen;Kirchweg;Fribourg;Switzerland
517;Düdingen_Garmiswil;Düdingen;Garmiswil;579712;187642.9;Aalb;46.839616;7.172681;595.24;586.91;NA;3186;Düdingen;Unterer Wald;Fribourg;Switzerland
518;Le_Mouret_Zenauva_19;Le Mouret;Zenauva_19;580231;175935.9;Fexc;46.734323;7.179993;783.87;790.10;12.2;1724;Montévraz;Ruisseau de Zénauva;Fribourg;Switzerland
519;Alterswil_Chleholz_19;Alterswil;Chleholz_19;588677;181694.9;Pabi;46.786326;7.290351;875.03;859.09;NA;1715;Alterswil FR;Chleeholz;Fribourg;Switzerland
520;Aeckenmatt_Mühle_19;Aeckenmatt;Mühle_19;594057;189191.9;Fsyl;46.853834;7.360708;674.04;675.09;29.5;3148;Lanzenhäusern;Fuhrmattholz;Bern;Switzerland
521;Wünnewil_Mülital_19;Wünnewil;Mülital_19;586803;190302.9;Aalb;46.863723;7.265559;640.54;634.67;NA;3184;Wünnewil;Grossholz;Fribourg;Switzerland
522;Ependes_ependes_19;Ependes;ependes_19;577937.1;178699.7;Pabi;46.759113;7.149846;704.29;693.46;NA;1731;Ependes FR;Bois du Riau;Fribourg;Switzerland
524;Praroman_Chechin_19;Praroman;Chechin_19;580917;178348.9;Fsyl;46.756049;7.188867;714.00;719.12;NA;1724;Le Mouret;Tsetsin;Fribourg;Switzerland
525;Heitenried_Breitenried_19;Heitenried;Breitenried_19;588450;188905.9;Aalb;46.851187;7.287194;669.95;646.28;NA;1714;Heitenried;Breitenried;Fribourg;Switzerland
526;Villarsel_La_Rotztetta;Villarsel;La Rotztetta;580864;178902.9;Fsyl;46.761031;7.18815;673.26;691.31;NA;1724;Le Mouret;Bois de la Rotzetta;Fribourg;Switzerland
527;Mamishus_Rumlisberg_19;Mamishaus;Rumlisberg_19;594796;183720.9;Pabi;46.804627;7.370461;851.44;854.32;NA;3152;Mamishaus;Hubelholz;Bern;Switzerland
528;Schmitten_Bunziwil_19;Schmitten;Bunziwil_19;586666;189444.9;Pabi;46.856002;7.263787;617.79;618.18;NA;3185;Schmitten (FR);Maiächerli;Fribourg;Switzerland
529;Kleingurmels_Under Gruenenburg_19;Kleingurmels;Under Gruenenburg_19;581794;192939.9;Fsyl;46.887325;7.199761;547.07;534.06;NA;3213;Kleinbösingen;Gammacherrain;Fribourg;Switzerland
530;Le Mouret_Le Grabô_19;Le Mouret;Le Grabô_19;580790;177419.9;Pabi;46.747689;7.187244;728.69;726.90;NA;1724;Le Mouret;Ruisseau de la Nesslera;Fribourg;Switzerland
531;Brünisried_Ruef Guet_19;Brünisried;Ruef Guet_19;587117;179745.9;Qrob;46.768765;7.269976;840.03;825.52;23.5;1718;Rechthalten;Tromoos;Fribourg;Switzerland
532;Alterswil_Wolperswil_19;Alterswil;Wolperswil_19;585628;181638.9;Pabi;46.785763;7.250423;740.81;720.59;NA;1717;St. Ursen;Wolperwil;Fribourg;Switzerland
533;Ueberstorf_Niedermettlen_19;Ueberstorf;Niedermettlen_19;591230;190442.9;Fsyl;46.865056;7.323615;746.71;732.99;33.5;3182;Ueberstorf;Birchholz;Fribourg;Switzerland
534;St. Antoni_Holzacher_19;St. Antoni;Holzacher_19;586297;186536.9;Aalb;46.829836;7.259036;702.67;704.86;24.3;1713;St. Antoni;Menzishusholz;Fribourg;Switzerland
535;Rüeggisberg_Hinterfultigen;Rüeggisberg;Hinterfultigen;598103;187605.9;Aalb;46.839592;7.413767;820.61;815.28;NA;3089;Hinterfultigen;Im Falkenacker;Bern;Switzerland
537;Schmitten_Lanthen_19;Schmitten;Lanthen_19;586043;188460.9;Fexc;46.847138;7.255648;644.43;630.54;28.7;3185;Schmitten (FR);Hofegerta;Fribourg;Switzerland
538;Kalchstätten_Herrenmatt_19;Kalchstätten;Herrenmatt_19;589759;178682.9;Pabi;46.759249;7.304588;812.57;817.90;NA;3158;Guggisberg;Rain;Bern;Switzerland
539;St. Ursen_Stöckholz_19;St. Ursen;Stöckholz_19;583905;181760.9;Aalb;46.786821;7.227855;770.02;752.10;30.0;1717;St. Ursen;Stöckholz;Fribourg;Switzerland
540;St. Ursen_Röschiwil_19;St. Ursen;Röschiwil_19;583156;180451.9;Fsyl;46.775027;7.218094;764.49;761.68;20.4;1717;St. Ursen;Röschiwilholz;Fribourg;Switzerland
541;Schwarzenburg_Herrenholz_N;Schwarzenburg;Herrenholz_N;593599;183747.9;Aalb;46.80486;7.35478;845.83;831.66;30.0;3157;Milken;Herrenholz;Bern;Switzerland
542;St.Antoni_Stockera_19;St.Antoni;Stockera_19;587244;183858.9;Aalb;46.805766;7.271523;828.42;821.31;27.5;1713;St. Antoni;Grossholz;Fribourg;Switzerland
543;Rüschegg_Hirschhorn;Rüschegg;Hirschhorn;595518;180475.9;Pabi;46.775443;7.379952;888.61;891.82;23.3;3153;Rüschegg Gambach;Hubelweid;Bern;Switzerland
544;Alterswil_Wengliswil;Alterswil;Wengliswil;588129;181180.9;Aalb;46.781693;7.283187;858.98;867.30;NA;1715;Alterswil FR;Chleeholz;Fribourg;Switzerland
545;Oberschrot_Sali_19;Oberschrot;Sali_19;586925;176560.9;Pabi;46.740111;7.267554;911.93;916.59;18.0;1716;Oberschrot;Sahli;Fribourg;Switzerland
546;Tafers_Rohr_19;Tafers;Rohr_19;584687;185766.9;Aalb;46.822875;7.237961;728.31;722.28;NA;1712;Tafers;Vorders Rohrholz;Fribourg;Switzerland
547;Bourgillon_Côte du Gotterón;Bourgillon;Côte du Gotterón;580188;183428.9;Fsyl;46.801724;7.179104;652.46;659.24;NA;1722;Bourguillon;Chemin de la Fenettaz;Fribourg;Switzerland
548;Mamishaus_Hausmatteweid_19;Mamishaus;Hausmatteweid_19;594289;184283.9;Fsyl;46.809687;7.363812;865.20;864.87;NA;3152;Mamishaus;Duntelenhölzli;Bern;Switzerland
549;Schwarzenburg_Chilchermatt_19;Schwarzenburg;Chilchermatt_19;593516;184247.9;Pabi;46.809356;7.353685;868.71;872.69;NA;3150;Schwarzenburg;Stiersackerhölzli;Bern;Switzerland
550;Heitenried_Schinelhus_19;Heitenried;Schinelhus_19;589377;185445.9;Pabi;46.820079;7.29943;781.47;767.83;NA;1714;Heitenried;Holzacher;Fribourg;Switzerland
551;Rechthalten_Entemoos_19;Rechthalten;Entemoos_19;585940;179294.9;Bpen;46.764685;7.254581;878.82;874.80;NA;1718;Rechthalten;Löhlimoos;Fribourg;Switzerland
552;Barberêche_Manoir_19;Barberêche;Manoir_19;579066;189496.9;Populus sp;46.856273;7.164127;553.00;553.05;NA;1783;Barberêche;Le Château;Fribourg;Switzerland
553;Schwarzenburg_Chilchermatt_beech;Schwarzenburg;Chilchermatt_beech;593482;184348.9;Fsyl;46.810265;7.353238;838.85;833.83;NA;3150;Schwarzenburg;Stiersackerhölzli;Bern;Switzerland
554;Zumholz_Rainweid;Zumholz;Rainweid;589952;178612.9;Qrob;46.758623;7.307116;868.41;876.37;NA;3158;Guggisberg;Thürli;Bern;Switzerland
555;La Roche_ Les Rontes;La Roche; Les Rontes;576614;172176.9;Pabi;46.700392;7.132863;802.30;779.41;24.5;1634;La Roche FR;Le Fallenbach;Fribourg;Switzerland
556;Gurmels_Kleinbösingen_19;Gurmels;Kleinbösingen_19;582360;194297.9;Pabi;46.899555;7.207135;531.86;519.35;30.5;3213;Kleinbösingen;Wannera;Fribourg;Switzerland
557;Flamatt_Zenthus_19;Flamatt;Zenthus_19;588516;193091.9;Pabi;46.888843;7.287953;588.87;593.51;25.6;3184;Wünnewil;Moosacher;Fribourg;Switzerland
558;Alterswil_Wolgiswil_19;Alterswil;Wolgiswil_19;584028;182249.9;Fsyl;46.791223;7.229448;701.53;690.64;23.0;1715;Alterswil FR;Ober Grabe;Fribourg;Switzerland
559;St. Antoni_Bachmattholz;St. Antoni;Bachmattholz;589622.8;184073.3;Pabi;46.807736;7.302681;787.29;784.54;NA;1714;Heitenried;Bachmattholz;Fribourg;Switzerland
572;Germany_Henschenberg;Germany;Henschenberg;624833.4;283224.9;Aalb;47.699167;7.769444;613.58;NA;19.9;DE79692;Kleines Wiesental;NA;Baden-Württemberg;Germany
574;Thonon-les-Baines_Reyvroz;Thonon-les-Baines;Reyvroz;533342.3;131436.1;Pabi;46.331;6.573;660.12;NA;NA;F74200;Reyvroz;NA;Haute-Savoie;France
575;Ambroney_Malafan;Ambroney;Malafan;440008.2;97153.1;Qrob;46.006944;5.373056;312.68;NA;NA;F1500;Ambroney;NA;Ain;France
576;Düdingen_Horia_19;Düdingen;Horia_19;582345;186917.9;Psyl;46.83317;7.207225;652.91;653.21;17.9;3186;Düdingen;Horia;Fribourg;Switzerland
577;Tentlingen_Villarsel_19;Tentlingen;Villarsel_19;579435;179498.9;Pabi;46.76635;7.169418;684.23;679.60;31.5;1723;Villarsel-sur-Marly;Bois des Noutes;Fribourg;Switzerland
578;Schwarzenburg_Herrenholz_W;Schwarzenburg;Herrenholz_W;593245;183585.9;Aalb;46.803399;7.350144;870.01;859.80;NA;3157;Milken;Herrenholz;Bern;Switzerland
579;Plaffaien_Holiebi_19;Plaffaien;Holiebi_19;588525;174217.9;Aalb;46.719065;7.288549;1064.3;1056.56;NA;1716;Plaffeien;Gemeindewald;Fribourg;Switzerland
580;Lentigny_Pré de Lovens;Lentigny;Pré de Lovens;568031;178814.9;Qrob;46.759746;7.020177;734.28;726.90;NA;1745;Lentigny;Les Bouleires;Fribourg;Switzerland
581;Tafers_Tützenberg;Tafers;Tützenberg;584869;186293.9;Psyl;46.827619;7.240328;735.76;738.27;23.4;3185;Schmitten (FR);Jutzacher;Fribourg;Switzerland
582;St.Antoni_Bächlisbrunnen_19;St.Antoni;Bächlisbrunnen_19;587128;185421.9;Aalb;46.819823;7.269959;778.65;778.99;NA;1713;St. Antoni;Hubelholz;Fribourg;Switzerland
583;Zumholz_Graben;Zumholz;Graben;588818;178523.9;Pabi;46.757804;7.292275;827.40;811.12;NA;1719;Zumholz;Allmend;Fribourg;Switzerland
584;Uebestorf_Chürschi;Uebestorf;Chürschi;589714.1;188829.4;Pabi;46.85052;7.303771;728.05;731.49;NA;1714;Heitenried;Grossholz;Fribourg;Switzerland
585;Brunisried_Wuhrsmatta;Brunisried;Wuhrsmatta;587677;177959.9;Fsyl;46.75271;7.277356;902.72;890.61;NA;1719;Brünisried;Wuhrsmatta;Fribourg;Switzerland
586;Brunisried_Haltli_19;Brunisried;Haltli_19;587624;178275.9;Aalb;46.755552;7.276654;923.83;920.09;NA;1719;Brünisried;Menzisberg-Rain;Fribourg;Switzerland
587;Düdingen_Unter St.Wolfgangholz_19;Düdingen;Unter St.Wolfgangholz_19;580134;186834.9;Fsyl;46.832361;7.178248;638.82;638.40;27.9;3186;Düdingen;Balliswil;Fribourg;Switzerland
588;Tafers_Brunnenbergrain_19;Tafers;Brunnenbergrain_19;583610;184475.9;Aalb;46.811236;7.223893;746.50;737.34;37.0;1712;Tafers;Oberholz;Fribourg;Switzerland
589;Rechthalten_Bergli;Rechthalten;Bergli;585446;180125.9;Aalb;46.772149;7.248088;891.91;888.81;31.0;1718;Rechthalten;Tannacher;Fribourg;Switzerland
590;Alblingen_Harriswald;Alblingen;Harriswald;591603;187990.9;Pabi;46.843004;7.328552;718.84;707.74;NA;3183;Albligen;Harriswald;Bern;Switzerland
591;Villarsel_Villars-sur-Marly;Villarsel;Villars-sur-Marly;580779;180545.9;Pabi;46.775808;7.186968;743.44;741.44;NA;1723;Pierrafortscha;Route de Villars-sur-Marly;Fribourg;Switzerland
592;St.Antoni_Lehwil_19;St.Antoni;Lehwil_19;587797;186426.9;Pabi;46.828876;7.278699;720.75;706.96;NA;1713;St. Antoni;Horiemoos;Fribourg;Switzerland
593;Estavannes_Fossards;Estavannes;Fossards;573668;156106.9;Fexc;46.555725;7.095267;724.09;719.64;NA;1666;Grandvillard;L'Enfer;Fribourg;Switzerland
594;Düdingen_Lustorfholz;Düdingen;Lustorfholz;583460;188470.9;Fsyl;46.847169;7.221783;669.85;661.67;NA;3186;Düdingen;Lustorfholz;Fribourg;Switzerland
595;Alterswil_Grabach;Alterswil;Grabach;587296;180693.9;Fexc;46.777297;7.272293;766.13;759.10;NA;1715;Alterswil FR;Grabach;Fribourg;Switzerland
596;Massonens_La Sapala;Massonens;La Sapala;563706;172290.9;Fsyl;46.700838;6.964084;715.13;715.06;NA;1680;Berlens;Les Rimblatsons;Fribourg;Switzerland
597;Niederwil_Fuchsloch;Niederwil;Fuchsloch;732021;254544.9;Fexc;47.42846;9.188572;596.65;587.89;NA;9203;Niederwil SG;Glattburg;St. Gallen;Switzerland
598;Ueberstorf_Summerau_19;Ueberstorf;Summerau_19;591639;188977.9;Pabi;46.851883;7.329006;791.71;779.40;29.9;3182;Ueberstorf;Summerau;Fribourg;Switzerland
599;Ueberstorf_Guldifeld_Oak;Ueberstorf;Guldifeld_Oak;590998;191721.9;Qrob;46.876558;7.320547;654.49;649.64;18.9;3182;Ueberstorf;Bergli;Fribourg;Switzerland
600;St.Sylvester_Matta_19;St.Sylvester;Matta_19;582933;177502.9;Fsyl;46.748494;7.215285;773.63;766.77;NA;1736;St. Silvester;Tschüpru;Fribourg;Switzerland
601;Guggisberg_Wilmesacher_N;Guggisberg;Wilmesacher_N;591082;179709.9;Aalb;46.768507;7.321885;1026.35;1038.99;23.7;3158;Guggisberg;Willemannsacker;Bern;Switzerland
602;Austria_Unterlochen;Austria;Unterlochen;1023284.5;345792.8;Aalb;48.12417;13.12806;451.90;NA;NA;AT5231;Schalchen;NA;Oberösterreich;Austria
603;Cheiry_Coumin;Cheiry;Coumin;555633.7;178889;Qrob;46.7597;6.8579;542.70;545.26;22.0;1529;Cheiry;Clos du Four;Fribourg;Switzerland
606;Tafers_Angstorfwäldli_19;Tafers;Angstorfwäldli;583294.8;186629.7;Psyl;46.830602;7.219685;685.45;671.80;NA;3186;Düdingen;Angstorfwäldli;Fribourg;Switzerland
607;Alterswil_Hinterhalta;Alterswil;Hinterhalta;585634.3;181215.2;Pabi;46.781952;7.250519;767.82;760.53;NA;1717;St. Ursen;Lehbüel;Fribourg;Switzerland
608;Düdingen_Allenlüften;Düdingen;Allenlüften;580279.7;190407.5;Fsyl;46.864502;7.180002;535.07;541.42;NA;3186;Düdingen;Bonn;Fribourg;Switzerland
609;Schwarzenburg_Katzenstyg;Schwarzenburg;Katzenstyg;591233.6;186069.9;Aalb;46.825719;7.323746;725.00;733.46;NA;3150;Schwarzenburg;Katzenstygrain;Bern;Switzerland
